postcode,easting,northing,latitude,longitude,street,city,district,county,region,country,numbers
SW14 8RB,520869,0175048,51.461510,-0.261539,Park Drive,London,Richmond upon Thames,Greater London,London,England,"5,7,9,11,13,15,17,19,21,23,1,3,25,27,29,31,33,35"
SW14 8RD,520911,0175055,51.461564,-0.260932,Park Drive,London,Richmond upon Thames,Greater London,London,England,"4,6,8,10,12,14,16,18,20,22,2,24,26,28,30,32,34,36,38,40"
SW14 8RE,520996,0174837,51.459587,-0.259784,Palewell Common Drive,London,Richmond upon Thames,Greater London,London,England,Palewell Cottage
SW14 8RF,520812,0174792,51.459222,-0.262446,Enmore Gardens,London,Richmond upon Thames,Greater London,London,England,"1,3,5,7,9,11,13,14a,15,16,17,18,Garden House 19,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,43,45,47,49,51,53,4 Enmore Court,6 Enmore Court,8 Enmore Court,10 Enmore Court,12 Enmore Court,14 Enmore Court"
SW14 8RG,521129,0175237,51.463153,-0.257733,Hertford Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8RH,520577,0175397,51.464709,-0.265621,Larches Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8RL,520410,0174736,51.458804,-0.268249,Hood Avenue,London,Richmond upon Thames,Greater London,London,England,"Maisonette 1st & 2nd Flrs 141,236,238,264,240,242,244,246,248,250,252,254,256,258,260,262"
SW14 8RN,520457,0174731,51.458749,-0.267574,Stonehill Road,London,Richmond upon Thames,Greater London,London,England,"265,267,269,271,273,275,277,279,281,283,285,287,253,Studio Flat 255a,255,257,259,261,263"
SW14 8RP,520728,0174786,51.459186,-0.263657,Stonehill Close,London,Richmond upon Thames,Greater London,London,England,"1,2,3,4a,4,5,6,7,8,9,10"
SW14 8RQ,520639,0175402,51.464741,-0.264727,Thornton Road,London,Richmond upon Thames,Greater London,London,England,
SW14 8RR,520616,0174757,51.458949,-0.265278,Stonehill Road,London,Richmond upon Thames,Greater London,London,England,"Stonehill 5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47"
SW14 8RS,520463,0174895,51.460222,-0.267432,York Avenue,London,Richmond upon Thames,Greater London,London,England,"Restormel,Vine House,Flat A Corner House,Flat B Corner House,Flat C Corner House"
SW14 8RT,520505,0174893,51.460195,-0.266829,Vicarage Road,London,Richmond upon Thames,Greater London,London,England,"1,2,3,4,5,6,7,8,9"
SW14 8RU,520688,0174874,51.459985,-0.264202,Vicarage Road,London,Richmond upon Thames,Greater London,London,England,"2,Studio Rear Of 4,4,Mortlake House 6,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64"
SW14 8RW,520614,0174719,51.458608,-0.265320,Stonehill Road,London,Richmond upon Thames,Greater London,London,England,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38"
SW14 8RX,520608,0174801,51.459346,-0.265378,Vicarage Drive,London,Richmond upon Thames,Greater London,London,England,"1,2a,2b,2,3,4,6,8,10,12,14,16,18,20,22,24,26,28,30"
SW14 8RY,520801,0174912,51.460302,-0.262564,Enmore Gardens,London,Richmond upon Thames,Greater London,London,England,"47,49,51,53,55,57,59,61,63,65"
SW14 8RZ,520648,0174911,51.460326,-0.264765,Vicarage Road,London,Richmond upon Thames,Greater London,London,England,"21,23,25,27,29,31,Flat Gnd Flr 33,Flat 1st Flr At 33,Lindhead 35,37,39,41,43"
SW14 8SA,520900,0175900,51.469161,-0.260802,Mortlake High Street,London,Richmond upon Thames,Greater London,London,England,
SW14 8SB,520900,0175900,51.469161,-0.260802,Mortlake High Street,London,Richmond upon Thames,Greater London,London,England,
SW14 8SD,520900,0175900,51.469161,-0.260802,Mortlake High Street,London,Richmond upon Thames,Greater London,London,England,
SW14 8SE,520900,0175900,51.469161,-0.260802,Mortlake High Street,London,Richmond upon Thames,Greater London,London,England,
SW14 8SF,520900,0175900,51.469161,-0.260802,Mortlake High Street,London,Richmond upon Thames,Greater London,London,England,
SW14 8SG,520908,0175952,51.469626,-0.260669,Mortlake High Street,London,Richmond upon Thames,Greater London,London,England,"1 Montgomery House,2 Montgomery House,3 Montgomery House,4 Montgomery House,5 Montgomery House,6 Montgomery House,7 Montgomery House,8 Montgomery House,9 Montgomery House,10 Montgomery House,11 Montgomery House,12 Montgomery House"
SW14 8SH,520986,0175968,51.469754,-0.259541,Ashleigh Road,London,Richmond upon Thames,Greater London,London,England,"1 Ashleigh House,2 Ashleigh House,3 Ashleigh House,4 Ashleigh House,5 Ashleigh House,6 Ashleigh House,7 Ashleigh House,8 Ashleigh House,9 Ashleigh House,10 Ashleigh House,11 Ashleigh House,12 Ashleigh House,13 Ashleigh House,14 Ashleigh House,15 Ashleigh House,16 Ashleigh House,17 Ashleigh House,18 Ashleigh House,19 Ashleigh House,20 Ashleigh House,21 Ashleigh House,22 Ashleigh House,23 Ashleigh House,24 Ashleigh House,25 Ashleigh House,26 Ashleigh House,27 Ashleigh House,28 Ashleigh House,29 Ashleigh House,30 Ashleigh House,31 Ashleigh House,32 Ashleigh House,33 Ashleigh House"
SW14 8SJ,521054,0175982,51.469865,-0.258558,Ashleigh Road,London,Richmond upon Thames,Greater London,London,England,"1 Ripley House,2 Ripley House,3 Ripley House,4 Ripley House,5 Ripley House,6 Ripley House,7 Ripley House,8 Ripley House,9 Ripley House,10 Ripley House,11 Ripley House,12 Ripley House,13 Ripley House,14 Ripley House,15 Ripley House,16 Ripley House"
SW14 8SL,521138,0176004,51.470045,-0.257341,Cowley Road,London,Richmond upon Thames,Greater London,London,England,"256a,256b,256,258a,258,260,262a,262b,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,306,308,310,312,314,316,318,320,322,324,326,328a,328b,330,332,334a,334b,334,336,338a,338b,304 Cowley Mansions"
SW14 8SN,521137,0176045,51.470414,-0.257319,Cowley Road,London,Richmond upon Thames,Greater London,London,England,"Flat 1 Limes House,Flat 2 Limes House,Flat 3 Limes House,Flat 4 Limes House,Flat 5 Limes House,Flat 6 Limes House,7 Limes House"
SW14 8SP,521268,0175891,51.469001,-0.255509,First Avenue,London,Richmond upon Thames,Greater London,London,England,"1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67"
SW14 8SQ,520947,0175960,51.469690,-0.260105,Mortlake High Street,London,Richmond upon Thames,Greater London,London,England,"1 Avondale House,2 Avondale House,3 Avondale House,4 Avondale House,5 Avondale House,6 Avondale House,7 Avondale House,8 Avondale House,9 Avondale House,10 Avondale House,11 Avondale House,12 Avondale House,13 Avondale House,14 Avondale House,15 Avondale House,16 Avondale House"
SW14 8SR,521241,0175888,51.468980,-0.255899,First Avenue,London,Richmond upon Thames,Greater London,London,England,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,Burford Villa,First House"
SW14 8SS,521349,0175702,51.467285,-0.254409,Buxton Road,London,Richmond upon Thames,Greater London,London,England,"1,2,3,4,5,6,7"
SW14 8ST,521298,0175742,51.467656,-0.255129,South Worple Avenue,London,Richmond upon Thames,Greater London,London,England,"2a,2,3,4,5,6a,Flat Gnd Flr 6,6,8a,8,9,Flat Gnd Flr 10,Maisonette 1st & 2nd Flrs At 10,11,12,13,14"
SW14 8SU,521203,0175677,51.467092,-0.256518,Grosvenor Avenue,London,Richmond upon Thames,Greater London,London,England,Riverside Lodge  Barnes Hospital
SW14 8SW,521211,0176093,51.470829,-0.256237,Second Avenue,London,Richmond upon Thames,Greater London,London,England,"1 Tideway Wharf,2 Tideway Wharf,3 Tideway Wharf,4 Tideway Wharf,5 Tideway Wharf,6 Tideway Wharf,7 Tideway Wharf,8 Tideway Wharf,9 Tideway Wharf"
SW14 8SX,521281,0175718,51.467444,-0.255358,South Worple Avenue,London,Richmond upon Thames,Greater London,London,England,"1,2"
SW14 8SY,521328,0175687,51.467155,-0.254716,Buxton Road,London,Richmond upon Thames,Greater London,London,England,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
SW14 8SZ,521356,0175627,51.466610,-0.254334,Fitzgerald Avenue,London,Richmond upon Thames,Greater London,London,England,"1a,1,Flat Gnd Flr 2,Maisonette 1st & 2nd Flrs At 2,2,3,4,5,6,7,8,9,10,11,12,13a,13,14,16,18,20,22,24,25,26,27,28,29,31,33,35"
SW14 8TA,521476,0175562,51.466000,-0.252629,Priests Bridge,Barnes,Richmond upon Thames,Greater London,London,England,"Halfway House Ph 24,The Stags Head 24,30,Market Garden Ph 32,Flat 1 At 32a,Flat 2 At 32a,Flat 3 At 32a,Flat 4 At 32a,32,Flat Gnd Flr 34,Flat 1st Flr 34a,36a,36,Gnd Flr Flat 40,1st Flr Flat 40,2nd Flr Flat 40,40"
SW14 8TB,521422,0175572,51.466101,-0.253403,Priests Bridge,Barnes,Richmond upon Thames,Greater London,London,England,"1 Brook Court,2 Brook Court,3 Brook Court,4 Brook Court,5 Brook Court,6 Brook Court,7 Brook Court,8 Brook Court,9 Brook Court,10 Brook Court,11 Brook Court,12 Brook Court"
SW14 8TD,521500,0175500,51.465437,-0.252305,Priests Bridge,Barnes,Richmond upon Thames,Greater London,London,England,
SW14 8TE,521500,0175500,51.465437,-0.252305,Priests Bridge,Barnes,Richmond upon Thames,Greater London,London,England,
SW14 8TF,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8TN,520556,0175757,51.467949,-0.265778,Howgate Road,London,Richmond upon Thames,Greater London,London,England,
SW14 8UA,521500,0175500,51.465437,-0.252305,Priests Bridge,Barnes,Richmond upon Thames,Greater London,London,England,
SW14 8UB,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8UR,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8US,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8UT,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8UU,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8UW,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8UX,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8UY,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8UZ,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WA,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WB,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WD,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WE,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WF,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WG,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WH,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WJ,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WL,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WN,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WP,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WQ,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WR,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WS,520531,0175904,51.469275,-0.266110,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WT,520531,0175904,51.469275,-0.266110,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WU,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WW,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WX,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WY,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8WZ,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XA,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XB,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XD,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XE,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XF,520531,0175904,51.469275,-0.266110,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XG,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XH,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XJ,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XL,520855,0175527,51.465818,-0.261577,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8XN,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XP,520856,0175523,51.465782,-0.261564,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8XQ,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XR,520531,0175904,51.469275,-0.266110,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XS,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XT,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XU,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XW,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8XY,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YA,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YB,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YD,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YE,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YF,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YG,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YH,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YJ,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YL,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YP,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YQ,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YR,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YS,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YT,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YU,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YW,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8YX,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZA,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZB,520856,0175523,51.465782,-0.261564,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZD,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZE,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZF,520531,0175904,51.469275,-0.266110,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZG,520855,0175527,51.465818,-0.261577,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZH,521500,0175500,51.465437,-0.252305,Priests Bridge,Barnes,Richmond upon Thames,Greater London,London,England,
SW14 8ZJ,520855,0175522,51.465773,-0.261578,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZL,520856,0175523,51.465782,-0.261564,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZN,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZP,521500,0175500,51.465437,-0.252305,Priests Bridge,Barnes,Richmond upon Thames,Greater London,London,England,
SW14 8ZQ,520856,0175523,51.465782,-0.261564,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZR,520856,0175523,51.465782,-0.261564,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZS,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZT,520532,0175905,51.469284,-0.266096,Vineyard Path,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZU,520856,0175523,51.465782,-0.261564,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
SW14 8ZW,520856,0175523,51.465782,-0.261564,Paynesfield Avenue,London,Richmond upon Thames,Greater London,London,England,
